HS Grad Year,Zip Code,ALL KHEAA Number Grads ,ALL Free or Reduced Price Lunch ,ALL Number KEES Earned > $0 ,ALL Mean KEES Earned ,ALL Number ACT/SAT Exam Takers ,"ALL Mean ACT, SAT equivalent ",ALL Number AP Exam Takers ,ALL Number AP Exams Passed ,ALL Number FAFSA Filers , ALL Number FAFSA Filers Pell-eligible ,ALL Mean Pell for F/T Attendance ,MIN KHEAA Number Grads ,MIN Free or Reduced Price Lunch ,MIN Number KEES Earned > $0 ,MIN Mean KEES Earned ,MIN Number ACT/SAT Exam Takers ,"MIN Mean ACT, SAT equivalent ",MIN Number AP Exam Takers ,MIN Number AP Exams Passed ,MIN Number FAFSA Filers ,MIN Number FAFSA Filers Pell-eligible ,MIN Mean Pell for F/T Attendance 
20122013,40204,51,24,42,"$1,300 ",43,22.1,6,36,37,22,"$5,306 ",18,12,14,$924 ,13,19.4,1,5,13,11,"$5,359 "
20122013,40205,96,13,90,"$1,557 ",86,24.7,24,109,74,29,"$4,243 ",10,3,8,"$1,058 ",10,20.5, -   ,,6,4,"$4,758 "
20122013,40206,82,41,68,"$1,221 ",73,21.2,15,72,61,45,"$5,173 ",31,21,24,$940 ,28,18.3, -   ,,26,23,"$5,402 "
20122013,40207,95,23,88,"$1,576 ",90,24.5,27,121,67,29,"$4,366 ",23,8,20,"$1,198 ",21,22.2,5,19,17,11,"$4,527 "
20122013,40208,75,62,60,$868 ,61,18.3,7,15,57,50,"$5,366 ",53,50,40,$764 ,44,16.9,3,5,41,38,"$5,506 "
20122013,40209,1,1,1,"$2,146 ",1,23,1,4,1,1,"$4,295 ",,,,,,,,,,,  
20122013,40210,163,149,108,$728 ,130,15.7,4,8,118,113,"$5,352 ",162,148,108,$728 ,130,15.7,4,8,118,113,"$5,352 "
20122013,40211,280,251,190,$806 ,225,16.6,6,12,223,208,"$5,333 ",271,242,183,$802 ,220,16.5,6,12,218,203,"$5,339 "
20122013,40212,173,149,123,$896 ,143,16.6,6,17,124,117,"$5,312 ",143,125,101,$841 ,115,16.5,3,4,103,98,"$5,340 "
20122013,40213,125,87,100,$952 ,105,18.6,10,41,80,64,"$5,225 ",50,43,41,$909 ,44,17.6,4,18,33,29,"$5,411 "
20122013,40214,417,271,342,"$1,149 ",346,18.8,22,48,315,238,"$5,227 ",174,150,135,$980 ,141,16.7,2,4,139,123,"$5,442 "
20122013,40215,185,157,142,$783 ,137,16.7,5,6,129,119,"$5,308 ",116,106,89,$746 ,88,16.4,2,2,89,84,"$5,421 "
20122013,40216,452,314,364,"$1,014 ",391,18.2,17,52,341,262,"$5,045 ",269,217,212,$915 ,233,17.2,8,16,218,183,"$5,129 "
20122013,40217,65,33,56,"$1,275 ",55,21.4,13,30,48,37,"$4,492 ",16,10,12,"$1,456 ",15,19.7,4,8,10,10,"$4,340 "
20122013,40218,294,221,219,$946 ,247,17.5,18,33,225,179,"$5,156 ",199,164,140,$896 ,163,16.8,9,16,159,129,"$5,196 "
20122013,40219,317,216,261,"$1,005 ",269,18.4,19,38,217,175,"$5,233 ",159,135,125,$854 ,132,17.3,7,8,122,110,"$5,411 "
20122013,40220,178,67,153,"$1,158 ",155,20.8,17,67,131,74,"$4,889 ",66,41,48,$929 ,56,17.6,2,9,48,36,"$5,278 "
20122013,40222,106,33,90,"$1,408 ",94,23.2,22,105,78,40,"$4,796 ",32,18,22,"$1,246 ",27,21.4,5,36,23,18,"$4,920 "
20122013,40223,170,57,152,"$1,385 ",151,23.6,48,217,117,51,"$4,565 ",51,32,39,"$1,118 ",41,21.2,5,30,36,24,"$4,554 "
20122013,40228,154,65,128,"$1,174 ",136,19.9,20,60,116,69,"$4,828 ",54,31,46,"$1,024 ",45,18.6,5,12,45,30,"$5,022 "
20122013,40229,207,104,180,"$1,133 ",186,19.2,17,53,144,90,"$4,798 ",52,36,42,"$1,037 ",46,18.4,2,9,39,28,"$5,050 "
20122013,40241,210,42,193,"$1,560 ",191,23.6,60,315,155,59,"$4,704 ",71,29,63,"$1,321 ",64,21,14,100,54,28,"$4,918 "
20122013,40242,82,25,72,"$1,496 ",78,23.1,18,101,62,30,"$4,845 ",23,10,21,"$1,238 ",21,21,5,34,18,11,"$4,868 "
20122013,40243,88,24,77,"$1,426 ",78,22.4,23,102,64,32,"$4,692 ",11,5,8,"$1,041 ",10,18.1, -   ,,8,6,"$4,078 "
20122013,40245,238,30,219,"$1,435 ",216,23.1,78,311,181,56,"$4,325 ",68,18,60,"$1,211 ",59,21.9,16,92,57,25,"$4,683 "
20122013,40258,283,166,236,"$1,106 ",257,18.8,17,23,204,135,"$4,728 ",76,58,61,$931 ,70,18,3,3,66,50,"$5,105 "
20122013,40272,381,207,328,"$1,215 ",331,19.5,27,79,270,180,"$4,973 ",58,44,47,"$1,011 ",47,17.6,2,3,49,40,"$5,143 "
20122013,40291,287,95,250,"$1,315 ",254,21.3,45,136,224,110,"$4,414 ",80,46,61,"$1,165 ",70,19.3,8,20,64,41,"$5,140 "
20122013,40299,261,82,224,"$1,269 ",233,21.3,42,175,181,89,"$4,711 ",62,32,48,$973 ,55,19,3,9,46,31,"$4,942 "
,,,,,,,,,,,,  ,,,,,,,,,,,  
20132014,40023,19,2,18,"$1,622 ",17,22.7,6,19,19,4,"$3,818 ",3,1,3,"$1,548 ",3,19.7, -   ,,3,1,"$5,730 "
20132014,40047,1, -   ,1,"$1,411 ",1,22, -   ,,1,1,"$4,480 ",,,,,,,,,,,  
20132014,40059,67,7,61,"$1,639 ",60,24.3,17,65,50,8,"$2,880 ",17,3,15,"$1,494 ",16,22.4,4,22,13,2,"$2,530 "
20132014,40109,2,2,2,$874 ,2,14, -   ,,1,1,"$5,730 ",,,,,,,,,,,  
20132014,40118,82,63,67,"$1,162 ",61,17.6,4,13,56,41,"$5,031 ",12,11,11,$941 ,8,16, -   ,,9,7,"$5,609 "
20132014,40177,2,2,2,"$1,200 ",1,21, -   ,,2,2,"$5,555 ",,,,,,,,,,,  
20132014,40202,20,18,16,$784 ,16,18.6,2,3,17,16,"$5,533 ",17,17,14,$708 ,14,17, -   ,,16,16,"$5,533 "
20132014,40203,120,113,86,$795 ,83,17,5,11,86,82,"$5,418 ",105,99,71,$709 ,70,16.3,2,3,77,74,"$5,412 "
20132014,40204,60,27,53,"$1,491 ",52,23.8,20,106,47,27,"$5,004 ",15,12,12,"$1,009 ",14,19,1,2,12,11,"$4,835 "
20132014,40205,85,17,77,"$1,525 ",76,25.1,25,79,64,18,"$3,966 ",8,5,5,$971 ,4,19.8, -   ,,5,2,"$5,105 "
20132014,40206,69,33,62,"$1,120 ",49,22.1,9,51,53,31,"$5,045 ",22,17,19,$814 ,13,20.2,1,9,16,14,"$5,276 "
20132014,40207,109,31,99,"$1,553 ",79,24.7,31,170,81,42,"$4,463 ",15,12,13,"$1,129 ",10,20.9,2,4,11,10,"$4,645 "
20132014,40208,62,49,56,"$1,167 ",51,20.1,9,31,48,37,"$5,142 ",37,33,34,$970 ,29,18.6,6,9,30,26,"$5,338 "
20132014,40209,1, -   , -   ,,1,12, -   ,,, -   ,  ,,,,,,,,,,,  
20132014,40210,149,140,98,$753 ,111,15.8,2,2,115,110,"$5,538 ",143,134,94,$730 ,106,15.6,1,1,110,105,"$5,529 "
20132014,40211,273,250,199,$805 ,194,17.3,7,15,201,187,"$5,439 ",268,246,197,$802 ,192,17.3,6,14,200,187,"$5,439 "
20132014,40212,161,148,116,$768 ,114,16.8,2,2,126,122,"$5,339 ",136,126,97,$743 ,95,16.7,1,1,105,101,"$5,384 "
20132014,40213,119,89,99,"$1,068 ",88,19.8,15,42,94,78,"$5,164 ",55,53,40,$957 ,37,17.2,2,2,43,42,"$5,503 "
20132014,40214,368,248,323,"$1,180 ",293,19.8,24,70,296,223,"$5,045 ",167,148,135,"$1,031 ",123,18,13,38,134,121,"$5,272 "
20132014,40215,190,166,148,"$1,007 ",128,18.5,6,13,138,121,"$5,342 ",112,100,85,$880 ,74,17.3,2,5,86,79,"$5,414 "
20132014,40216,430,336,339,"$1,021 ",340,18.4,25,41,310,238,"$5,097 ",274,231,208,$936 ,222,17.6,12,21,213,171,"$5,185 "
20132014,40217,57,37,51,"$1,111 ",46,20.8,6,22,39,30,"$4,713 ",11,10,8,$919 ,8,17.5, -   ,,8,8,"$4,380 "
20132014,40218,307,241,239,"$1,047 ",221,19.2,18,58,239,195,"$5,200 ",210,183,160,$979 ,151,18.6,11,35,171,154,"$5,295 "
20132014,40219,327,250,264,"$1,084 ",235,18.9,36,94,238,197,"$5,137 ",165,146,130,$980 ,123,17.9,13,40,132,117,"$5,254 "
20132014,40220,205,101,175,"$1,277 ",161,21.3,31,107,150,95,"$5,191 ",84,61,66,$930 ,64,19.1,3,17,64,54,"$5,265 "
20132014,40222,108,28,99,"$1,344 ",87,23.5,25,125,79,35,"$4,287 ",30,16,27,"$1,226 ",23,22.6,8,44,23,13,"$4,057 "
20132014,40223,159,45,144,"$1,447 ",126,23.9,56,227,106,44,"$4,462 ",38,22,33,"$1,092 ",31,20.4,6,18,28,23,"$5,060 "
20132014,40228,144,66,120,"$1,209 ",124,20.7,19,45,107,52,"$4,559 ",58,36,46,"$1,026 ",48,18.7,7,10,41,22,"$4,223 "
20132014,40229,224,133,191,"$1,217 ",169,20.5,29,96,162,105,"$4,785 ",57,42,47,"$1,054 ",42,19,4,11,47,37,"$4,896 "
20132014,40241,196,51,180,"$1,613 ",160,24.9,59,324,155,59,"$4,289 ",80,32,68,"$1,520 ",61,23.5,21,149,63,35,"$4,540 "
20132014,40242,77,26,67,"$1,439 ",60,23.5,23,94,57,28,"$4,855 ",23,14,19,"$1,415 ",19,21.9,8,29,18,13,"$5,434 "
20132014,40243,96,25,85,"$1,451 ",85,22.6,27,56,79,39,"$4,745 ",27,14,21,"$1,355 ",22,21.8,5,9,19,16,"$5,168 "
20132014,40245,196,34,171,"$1,594 ",158,23.9,65,257,149,45,"$4,578 ",71,20,57,"$1,582 ",55,22.9,24,90,54,15,"$4,967 "
20132014,40258,295,178,242,"$1,130 ",200,19.8,19,51,220,151,"$4,787 ",78,71,57,$975 ,56,18.5,2,14,67,54,"$5,089 "
20132014,40272,314,188,260,"$1,247 ",225,20.1,22,42,214,137,"$4,984 ",47,39,32,"$1,092 ",29,18.4,3,5,30,27,"$4,954 "
20132014,40291,276,118,232,"$1,221 ",218,21.3,40,117,193,102,"$4,845 ",83,51,65,"$1,074 ",63,19.8,9,20,64,41,"$5,091 "
20132014,40299,272,88,250,"$1,404 ",215,22.9,54,200,202,81,"$4,169 ",60,32,57,"$1,181 ",41,21.3,10,38,43,20,"$4,240 "
,,,,,,,,,,,,  ,,,,,,,,,,,  
20142015,40023,18,3,17,"$1,466 ",15,24.9,6,19,13,2,"$3,700 ",3,1,3,"$1,338 ",2,28.5,2,2,2, -   ,  
20142015,40047,2, -   ,2,"$1,753 ",2,23, -   ,,2,1,"$5,725 ",,,,,,,,,,,  
20142015,40059,73,19,71,"$1,754 ",61,26,24,161,49,19,"$4,004 ",21,9,19,"$1,461 ",15,26.1,6,53,17,7,"$3,575 "
20142015,40118,123,95,110,"$1,154 ",103,19.3,12,32,82,69,"$4,937 ",27,27,21,"$1,083 ",23,17.7,3,9,18,18,"$5,433 "
20142015,40202,15,14,12,"$1,079 ",9,18.7,1,11,12,11,"$5,320 ",14,14,11,"$1,029 ",8,17.4,1,11,11,11,"$5,320 "
20142015,40203,101,96,65,$844 ,65,17.1,4,7,65,61,"$5,725 ",84,82,54,$797 ,53,16.9,2,5,55,53,"$5,717 "
20142015,40204,53,31,42,"$1,175 ",42,20.9,7,28,32,22,"$5,257 ",11,11,7,$709 ,8,16, -   ,,10,10,"$5,775 "
20142015,40205,120,27,107,"$1,637 ",108,25.3,41,165,88,32,"$4,427 ",12,6,9,"$1,646 ",10,24.9,3,8,10,6,"$5,417 "
20142015,40206,71,33,62,"$1,384 ",59,23.4,15,62,51,28,"$5,132 ",20,12,20,"$1,160 ",18,22.1,4,20,19,11,"$5,693 "
20142015,40207,131,43,115,"$1,495 ",103,24.2,33,144,84,38,"$5,201 ",30,20,24,"$1,175 ",25,19.6,5,8,23,19,"$5,501 "
20142015,40208,68,56,47,$809 ,43,17.5,3,18,39,33,"$5,572 ",46,41,28,$710 ,30,16.4,1,14,29,28,"$5,536 "
20142015,40210,184,173,122,$688 ,121,16.7,3,6,126,120,"$5,605 ",181,170,121,$692 ,118,16.7,3,6,124,118,"$5,602 "
20142015,40211,259,234,193,$836 ,178,17.1,9,17,196,182,"$5,358 ",255,230,190,$834 ,177,17.1,9,17,194,180,"$5,354 "
20142015,40212,179,172,122,$809 ,109,16.5, -   ,,120,115,"$5,638 ",149,143,96,$799 ,95,16.3, -   ,,102,98,"$5,619 "
20142015,40213,122,89,94,"$1,073 ",84,20,12,37,81,60,"$5,215 ",55,49,37,$809 ,34,16.7,3,12,36,32,"$5,498 "
20142015,40214,415,318,351,"$1,163 ",332,19.5,39,100,305,241,"$5,251 ",203,184,161,"$1,109 ",158,18.1,17,49,163,148,"$5,423 "
20142015,40215,192,163,151,$966 ,153,17.5,5,13,126,105,"$5,371 ",119,107,85,$933 ,95,16.5,3,6,84,74,"$5,348 "
20142015,40216,488,371,388,"$1,080 ",392,19.1,34,69,380,294,"$5,145 ",317,264,235,$907 ,253,17.8,10,26,252,214,"$5,107 "
20142015,40217,64,44,49,"$1,274 ",48,20.5,9,21,45,36,"$4,647 ",17,13,11,"$1,149 ",11,19.1,2,3,13,11,"$4,811 "
20142015,40218,298,248,228,"$1,033 ",205,19,23,64,218,178,"$5,395 ",219,190,163,$978 ,152,18.4,16,42,172,144,"$5,391 "
20142015,40219,328,243,259,"$1,090 ",221,19.6,23,46,223,172,"$5,194 ",179,158,133,$976 ,125,18.3,8,19,132,115,"$5,400 "
20142015,40220,200,125,170,"$1,237 ",155,21,32,94,148,97,"$4,694 ",90,73,75,"$1,150 ",68,19.6,13,26,66,49,"$5,016 "
20142015,40222,108,32,100,"$1,419 ",85,23.3,25,86,78,40,"$4,540 ",23,16,19,"$1,153 ",18,20.2,2,4,17,12,"$5,413 "
20142015,40223,140,37,125,"$1,549 ",117,23.8,46,208,97,37,"$4,510 ",35,16,29,"$1,266 ",29,21.7,8,30,25,12,"$4,921 "
20142015,40228,173,94,153,"$1,229 ",135,20.9,18,41,133,82,"$4,785 ",71,47,59,"$1,098 ",52,19.1,7,13,54,38,"$5,196 "
20142015,40229,221,149,184,"$1,140 ",152,19.5,19,56,151,109,"$4,663 ",79,63,68,"$1,110 ",63,18.3,5,20,60,49,"$4,156 "
20142015,40241,262,71,231,"$1,561 ",204,25,67,394,198,77,"$4,639 ",90,31,80,"$1,590 ",71,25.3,29,200,72,32,"$4,761 "
20142015,40242,76,33,66,"$1,373 ",50,23.2,12,62,50,28,"$4,923 ",25,15,21,"$1,274 ",16,21.1,4,21,18,13,"$4,760 "
20142015,40243,83,29,73,"$1,386 ",72,22,18,63,69,29,"$4,882 ",16,11,12,"$1,165 ",13,19.5,2,9,13,8,"$5,544 "
20142015,40245,222,42,192,"$1,526 ",194,23.9,59,263,163,40,"$4,605 ",69,23,56,"$1,412 ",56,23,15,69,52,17,"$4,804 "
20142015,40258,345,230,286,"$1,123 ",232,19.5,15,22,236,158,"$5,105 ",90,76,68,"$1,051 ",63,17.7,3,3,64,53,"$5,304 "
20142015,40272,372,255,323,"$1,147 ",256,20.1,28,63,241,158,"$5,068 ",65,55,45,$941 ,39,18.4,2,4,43,36,"$5,054 "
20142015,40291,296,141,247,"$1,252 ",236,21,47,141,218,118,"$4,701 ",100,62,75,"$1,108 ",78,19.1,10,25,73,47,"$4,820 "
20142015,40299,274,103,236,"$1,340 ",199,22.1,43,150,198,88,"$4,690 ",71,47,59,"$1,111 ",45,19.8,10,20,55,39,"$5,237 "
,,,,,,,,,,,,  ,,,,,,,,,,,  
20152016,40023,16,2,15,"$1,691 ",15,24.5,2,10,13,2,"$5,815 ",1, -   ,1,"$1,803 ",1,26, -   ,,1, -   ,  
20152016,40047,1, -   ,1,"$1,189 ",1,20, -   ,,1, -   ,  ,,,,,,,,,,,  
20152016,40059,74,8,67,"$1,756 ",65,26.3,19,169,44,9,"$4,782 ",26,5,23,"$1,752 ",22,28,9,114,17,3,"$4,615 "
20152016,40118,108,80,92,"$1,196 ",100,18.1,12,22,69,47,"$5,204 ",22,19,17,$853 ,20,16.7,1,1,15,13,"$5,069 "
20152016,40202,18,18,13,$823 ,16,16.6, -   ,,14,14,"$5,129 ",16,16,12,$724 ,14,16.7, -   ,,13,13,"$5,077 "
20152016,40203,111,106,75,$863 ,81,16.9,6,18,67,63,"$5,582 ",97,95,62,$839 ,68,16.4,5,17,57,56,"$5,711 "
20152016,40204,55,33,51,"$1,345 ",47,23.3,13,55,38,26,"$4,955 ",20,15,18,"$1,300 ",16,23,3,13,13,11,"$5,792 "
20152016,40205,111,34,102,"$1,632 ",107,25,28,118,91,34,"$4,965 ",23,12,21,"$1,569 ",22,23.4,10,35,21,13,"$5,203 "
20152016,40206,86,40,76,"$1,409 ",72,23.1,15,70,57,29,"$4,812 ",19,14,14,"$1,180 ",13,19.2,1,10,10,7,"$5,808 "
20152016,40207,97,42,87,"$1,536 ",84,23.4,17,63,60,30,"$4,978 ",20,13,18,"$1,275 ",17,21.4,2,9,10,10,"$4,595 "
20152016,40208,91,78,73,"$1,052 ",64,18.9,12,33,50,40,"$5,641 ",62,59,48,$884 ,45,17,6,13,35,33,"$5,692 "
20152016,40209,6,6,4,$841 ,4,16.5,1,1,3,3,"$5,815 ",4,4,2,$570 ,3,17.7, -   ,,3,3,"$5,815 "
20152016,40210,175,164,123,$883 ,123,16.8,4,6,111,106,"$5,393 ",170,159,119,$872 ,120,16.7,4,6,108,103,"$5,393 "
20152016,40211,287,268,212,$894 ,216,16.8,6,13,185,169,"$5,341 ",279,261,205,$897 ,212,16.8,6,13,179,165,"$5,330 "
20152016,40212,181,172,141,$766 ,144,16.6,3,5,118,115,"$5,485 ",131,125,99,$696 ,104,16.1,1,1,87,85,"$5,489 "
20152016,40213,117,94,92,"$1,116 ",84,19.5,8,14,62,43,"$5,388 ",59,57,42,$935 ,43,17.7,1,1,35,30,"$5,358 "
20152016,40214,436,333,376,"$1,139 ",343,19.4,38,110,288,217,"$5,321 ",200,180,171,$972 ,139,18,13,26,139,130,"$5,481 "
20152016,40215,244,224,186,$905 ,168,17.2,10,34,143,131,"$5,405 ",144,138,110,$908 ,98,16.7,7,15,89,85,"$5,608 "
20152016,40216,468,379,371,"$1,125 ",408,18.5,28,72,305,238,"$5,188 ",291,260,218,"$1,023 ",253,17.6,13,32,201,174,"$5,184 "
20152016,40217,54,36,49,"$1,350 ",40,21.8,9,30,28,16,"$4,593 ",12,9,10,"$1,369 ",8,19.5,2,2,5,3,"$3,615 "
20152016,40218,324,250,256,"$1,097 ",241,19.1,22,80,218,175,"$5,100 ",226,189,170,"$1,032 ",169,18.2,11,35,158,135,"$5,141 "
20152016,40219,384,298,312,"$1,115 ",283,18.8,26,65,246,187,"$5,018 ",208,187,159,"$1,021 ",153,17.6,7,28,145,128,"$5,194 "
20152016,40220,209,132,183,"$1,225 ",153,20.7,23,84,147,94,"$5,117 ",101,82,82,"$1,090 ",68,18.8,9,33,71,55,"$5,086 "
20152016,40222,106,37,97,"$1,786 ",96,24.6,29,141,81,43,"$4,405 ",26,13,25,"$1,564 ",24,23.4,6,22,21,13,"$4,488 "
20152016,40223,165,55,148,"$1,500 ",143,23.4,49,223,115,41,"$4,877 ",39,23,30,"$1,156 ",33,20,5,21,29,17,"$5,041 "
20152016,40228,156,90,141,"$1,335 ",139,20.7,14,37,109,54,"$4,971 ",64,48,54,"$1,178 ",58,18.8,4,13,43,27,"$5,421 "
20152016,40229,214,134,182,"$1,236 ",176,20,19,70,141,90,"$4,971 ",64,52,55,"$1,092 ",54,19.3,7,17,48,39,"$4,987 "
20152016,40241,249,82,220,"$1,595 ",212,24,60,351,191,74,"$4,881 ",117,55,99,"$1,548 ",99,22.6,27,176,96,47,"$5,044 "
20152016,40242,67,24,64,"$1,425 ",54,23.1,14,42,49,22,"$5,213 ",22,13,20,$942 ,13,20.5,4,8,15,9,"$5,693 "
20152016,40243,79,27,67,"$1,507 ",75,22.6,24,102,55,26,"$4,623 ",17,10,11,"$1,552 ",16,20.6,4,18,14,8,"$5,328 "
20152016,40245,256,61,238,"$1,572 ",239,23.4,76,378,193,56,"$4,984 ",81,34,75,"$1,601 ",72,23.9,25,165,64,29,"$5,129 "
20152016,40258,370,271,313,"$1,120 ",303,18.8,15,28,221,154,"$4,969 ",110,94,92,"$1,003 ",86,17.7,2,4,74,60,"$5,201 "
20152016,40272,393,268,337,"$1,289 ",355,19.1,30,65,240,153,"$4,819 ",82,68,67,"$1,064 ",76,17.5,5,9,55,48,"$4,500 "
20152016,40291,333,154,299,"$1,356 ",290,21.9,50,153,233,112,"$4,531 ",94,62,77,"$1,210 ",74,20,9,25,66,41,"$5,043 "
20152016,40299,309,132,270,"$1,424 ",255,22.3,68,219,209,98,"$4,666 ",97,61,86,"$1,205 ",79,20.5,15,33,70,44,"$4,840 "
